country,seasonality,month,unemployment,unemployment_rate
lu,trend,1988-06,3000,2
lu,trend,1988-07,3000,2
lu,trend,1988-08,3000,1.9
lu,trend,1988-09,3000,1.9
lu,trend,1988-10,3000,1.8
lu,trend,1988-11,3000,1.8
lu,trend,1988-12,3000,1.8
lu,trend,1989-01,3000,1.7
lu,trend,1989-02,3000,1.7
lu,trend,1989-03,3000,1.7
lu,trend,1989-04,3000,1.7
lu,trend,1989-05,3000,1.7
lu,trend,1989-06,3000,1.8
lu,trend,1989-07,3000,1.8
lu,trend,1989-08,3000,1.9
lu,trend,1989-09,3000,1.8
lu,trend,1989-10,3000,1.9
lu,trend,1989-11,3000,1.8
lu,trend,1989-12,3000,1.8
lu,trend,1990-01,3000,1.8
lu,trend,1990-02,3000,1.7
lu,trend,1990-03,3000,1.7
lu,trend,1990-04,3000,1.6
lu,trend,1990-05,3000,1.6
lu,trend,1990-06,3000,1.6
lu,trend,1990-07,3000,1.6
lu,trend,1990-08,3000,1.6
lu,trend,1990-09,3000,1.6
lu,trend,1990-10,3000,1.6
lu,trend,1990-11,3000,1.6
lu,trend,1990-12,3000,1.6
lu,trend,1991-01,3000,1.6
lu,trend,1991-02,3000,1.6
lu,trend,1991-03,2000,1.5
lu,trend,1991-04,3000,1.5
lu,trend,1991-05,3000,1.6
lu,trend,1991-06,3000,1.7
lu,trend,1991-07,3000,1.7
lu,trend,1991-08,3000,1.7
lu,trend,1991-09,3000,1.8
lu,trend,1991-10,3000,1.8
lu,trend,1991-11,3000,1.8
lu,trend,1991-12,3000,1.8
lu,trend,1992-01,3000,1.8
lu,trend,1992-02,3000,1.9
lu,trend,1992-03,3000,2
lu,trend,1992-04,3000,2
lu,trend,1992-05,3000,2
lu,trend,1992-06,3000,2
lu,trend,1992-07,4000,2.1
lu,trend,1992-08,4000,2.1
lu,trend,1992-09,4000,2.2
lu,trend,1992-10,4000,2.2
lu,trend,1992-11,4000,2.2
lu,trend,1992-12,4000,2.2
lu,trend,1993-01,4000,2.2
lu,trend,1993-02,4000,2.3
lu,trend,1993-03,4000,2.3
lu,trend,1993-04,4000,2.4
lu,trend,1993-05,4000,2.4
lu,trend,1993-06,4000,2.5
lu,trend,1993-07,4000,2.6
lu,trend,1993-08,5000,2.7
lu,trend,1993-09,5000,2.8
lu,trend,1993-10,5000,2.9
lu,trend,1993-11,5000,3
lu,trend,1993-12,5000,3
lu,trend,1994-01,5000,3.1
lu,trend,1994-02,5000,3.2
lu,trend,1994-03,6000,3.3
lu,trend,1994-04,6000,3.4
lu,trend,1994-05,6000,3.3
lu,trend,1994-06,6000,3.2
lu,trend,1994-07,5000,3.2
lu,trend,1994-08,5000,3.1
lu,trend,1994-09,5000,3.1
lu,trend,1994-10,5000,3.1
lu,trend,1994-11,5000,3
lu,trend,1994-12,5000,3
lu,trend,1995-01,5000,2.9
lu,trend,1995-02,5000,2.9
lu,trend,1995-03,5000,2.8
lu,trend,1995-04,5000,2.8
lu,trend,1995-05,5000,2.8
lu,trend,1995-06,5000,2.8
lu,trend,1995-07,5000,2.8
lu,trend,1995-08,5000,2.8
lu,trend,1995-09,5000,2.9
lu,trend,1995-10,5000,2.9
lu,trend,1995-11,5000,2.9
lu,trend,1995-12,5000,2.9
lu,trend,1996-01,5000,3
lu,trend,1996-02,5000,3
lu,trend,1996-03,5000,3.1
lu,trend,1996-04,5000,3.1
lu,trend,1996-05,5000,3.1
lu,trend,1996-06,5000,3
lu,trend,1996-07,5000,2.9
lu,trend,1996-08,5000,2.8
lu,trend,1996-09,5000,2.8
lu,trend,1996-10,5000,2.8
lu,trend,1996-11,5000,2.8
lu,trend,1996-12,5000,2.8
lu,trend,1997-01,5000,2.7
lu,trend,1997-02,5000,2.6
lu,trend,1997-03,4000,2.6
lu,trend,1997-04,4000,2.5
lu,trend,1997-05,5000,2.6
lu,trend,1997-06,5000,2.7
lu,trend,1997-07,5000,2.7
lu,trend,1997-08,5000,2.7
lu,trend,1997-09,5000,2.8
lu,trend,1997-10,5000,2.8
lu,trend,1997-11,5000,2.8
lu,trend,1997-12,5000,2.9
lu,trend,1998-01,5000,2.8
lu,trend,1998-02,5000,2.8
lu,trend,1998-03,5000,2.8
lu,trend,1998-04,5000,2.8
lu,trend,1998-05,5000,2.8
lu,trend,1998-06,5000,2.7
lu,trend,1998-07,5000,2.7
lu,trend,1998-08,5000,2.6
lu,trend,1998-09,5000,2.6
lu,trend,1998-10,5000,2.6
lu,trend,1998-11,5000,2.5
lu,trend,1998-12,4000,2.4
lu,trend,1999-01,4000,2.4
lu,trend,1999-02,4000,2.5
lu,trend,1999-03,4000,2.4
lu,trend,1999-04,4000,2.4
lu,trend,1999-05,4000,2.4
lu,trend,1999-06,4000,2.4
lu,trend,1999-07,4000,2.4
lu,trend,1999-08,4000,2.4
lu,trend,1999-09,4000,2.4
lu,trend,1999-10,4000,2.4
lu,trend,1999-11,4000,2.4
lu,trend,1999-12,4000,2.4
lu,trend,2000-01,4000,2.4
lu,trend,2000-02,4000,2.4
lu,trend,2000-03,4000,2.4
lu,trend,2000-04,4000,2.3
lu,trend,2000-05,4000,2.3
lu,trend,2000-06,4000,2.3
lu,trend,2000-07,4000,2.3
lu,trend,2000-08,4000,2.2
lu,trend,2000-09,4000,2.2
lu,trend,2000-10,4000,2.1
lu,trend,2000-11,4000,2.1
lu,trend,2000-12,4000,2
lu,trend,2001-01,4000,1.9
lu,trend,2001-02,4000,1.9
lu,trend,2001-03,3000,1.9
lu,trend,2001-04,3000,1.8
lu,trend,2001-05,3000,1.8
lu,trend,2001-06,3000,1.8
lu,trend,2001-07,3000,1.8
lu,trend,2001-08,4000,1.9
lu,trend,2001-09,4000,1.9
lu,trend,2001-10,4000,2
lu,trend,2001-11,4000,2
lu,trend,2001-12,4000,2.1
lu,trend,2002-01,4000,2.1
lu,trend,2002-02,4000,2.2
lu,trend,2002-03,4000,2.2
lu,trend,2002-04,4000,2.3
lu,trend,2002-05,5000,2.4
lu,trend,2002-06,5000,2.5
lu,trend,2002-07,5000,2.6
lu,trend,2002-08,5000,2.7
lu,trend,2002-09,5000,2.8
lu,trend,2002-10,6000,2.9
lu,trend,2002-11,6000,3
lu,trend,2002-12,6000,3.1
lu,trend,2003-01,6000,3.2
lu,trend,2003-02,6000,3.3
lu,trend,2003-03,7000,3.4
lu,trend,2003-04,7000,3.5
lu,trend,2003-05,7000,3.6
lu,trend,2003-06,7000,3.7
lu,trend,2003-07,7000,3.8
lu,trend,2003-08,8000,3.9
lu,trend,2003-09,8000,4.1
lu,trend,2003-10,8000,4.2
lu,trend,2003-11,8000,4.3
lu,trend,2003-12,9000,4.5
lu,trend,2004-01,9000,4.6
lu,trend,2004-02,9000,4.7
lu,trend,2004-03,10000,4.9
lu,trend,2004-04,10000,5
lu,trend,2004-05,10000,5
lu,trend,2004-06,10000,5
lu,trend,2004-07,10000,5
lu,trend,2004-08,10000,5.1
lu,trend,2004-09,10000,5.1
lu,trend,2004-10,10000,5
lu,trend,2004-11,10000,5
lu,trend,2004-12,10000,4.9
lu,trend,2005-01,10000,4.8
lu,trend,2005-02,10000,4.7
lu,trend,2005-03,9000,4.7
lu,trend,2005-04,9000,4.7
lu,trend,2005-05,9000,4.7
lu,trend,2005-06,9000,4.6
lu,trend,2005-07,9000,4.5
lu,trend,2005-08,9000,4.5
lu,trend,2005-09,9000,4.5
lu,trend,2005-10,9000,4.5
lu,trend,2005-11,9000,4.5
lu,trend,2005-12,9000,4.6
lu,trend,2006-01,9000,4.6
lu,trend,2006-02,9000,4.6
lu,trend,2006-03,10000,4.7
lu,trend,2006-04,9000,4.6
lu,trend,2006-05,9000,4.6
lu,trend,2006-06,9000,4.6
lu,trend,2006-07,9000,4.5
lu,trend,2006-08,9000,4.6
lu,trend,2006-09,10000,4.6
lu,trend,2006-10,10000,4.6
lu,trend,2006-11,10000,4.6
lu,trend,2006-12,9000,4.6
lu,trend,2007-01,9000,4.5
lu,trend,2007-02,9000,4.4
lu,trend,2007-03,9000,4.3
lu,trend,2007-04,9000,4.2
lu,trend,2007-05,9000,4.1
lu,trend,2007-06,9000,4.1
lu,trend,2007-07,9000,4.1
lu,trend,2007-08,9000,4
lu,trend,2007-09,9000,4.1
lu,trend,2007-10,9000,4.1
lu,trend,2007-11,9000,4.2
lu,trend,2007-12,9000,4.2
lu,trend,2008-01,9000,4.3
lu,trend,2008-02,9000,4.4
lu,trend,2008-03,10000,4.5
lu,trend,2008-04,10000,4.7
lu,trend,2008-05,10000,4.8
lu,trend,2008-06,11000,4.9
lu,trend,2008-07,11000,5
lu,trend,2008-08,11000,5.1
lu,trend,2008-09,11000,5.1
lu,trend,2008-10,11000,5.1
lu,trend,2008-11,11000,5.2
lu,trend,2008-12,12000,5.3
lu,trend,2009-01,12000,5.3
lu,trend,2009-02,12000,5.4
lu,trend,2009-03,12000,5.4
lu,trend,2009-04,12000,5.3
lu,trend,2009-05,12000,5.3
lu,trend,2009-06,12000,5.2
lu,trend,2009-07,12000,5.1
lu,trend,2009-08,12000,5.1
lu,trend,2009-09,11000,5
lu,trend,2009-10,11000,4.9
lu,trend,2009-11,11000,4.9
lu,trend,2009-12,11000,4.8
lu,trend,2010-01,11000,4.7
lu,trend,2010-02,11000,4.6
lu,trend,2010-03,11000,4.6
lu,trend,2010-04,11000,4.6
lu,trend,2010-05,11000,4.6
lu,trend,2010-06,11000,4.7
lu,trend,2010-07,11000,4.7
lu,trend,2010-08,11000,4.7
lu,trend,2010-09,11000,4.7
lu,trend,2010-10,11000,4.7
lu,trend,2010-11,11000,4.8
lu,trend,2010-12,11000,4.9
lv,nsa,1998-01,164000-14.3
lv,nsa,1998-02,164000-14.3
lv,nsa,1998-03,164000-14.3
lv,nsa,1998-04,167000-14.4
lv,nsa,1998-05,167000-14.4
lv,nsa,1998-06,167000-14.4
lv,nsa,1998-07,163000-14.2
lv,nsa,1998-08,163000-14.2
lv,nsa,1998-09,163000-14.2
lv,nsa,1998-10,165000-14.4
lv,nsa,1998-11,165000-14.4
lv,nsa,1998-12,165000-14.4
lv,nsa,1999-01,166000-14.5
lv,nsa,1999-02,166000-14.5
lv,nsa,1999-03,166000-14.5
lv,nsa,1999-04,156000-13.9
lv,nsa,1999-05,156000-13.9
lv,nsa,1999-06,156000-13.9
lv,nsa,1999-07,155000-13.8
lv,nsa,1999-08,155000-13.8
lv,nsa,1999-09,155000-13.8
lv,nsa,1999-10,155000-13.9
lv,nsa,1999-11,155000-13.9
lv,nsa,1999-12,155000-13.9
lv,nsa,2000-01,158000-14.3
lv,nsa,2000-02,158000-14.3
lv,nsa,2000-03,158000-14.3
lv,nsa,2000-04,157000-14.3
lv,nsa,2000-05,157000-14.3
lv,nsa,2000-06,157000-14.3
lv,nsa,2000-07,146000-13.4
lv,nsa,2000-08,146000-13.4
lv,nsa,2000-09,146000-13.4
lv,nsa,2000-10,140000-12.8
lv,nsa,2000-11,140000-12.8
lv,nsa,2000-12,140000-12.8
lv,nsa,2001-01,144000-13.1
lv,nsa,2001-02,144000-13.1
lv,nsa,2001-03,144000-13.1
lv,nsa,2001-04,145000-13.1
lv,nsa,2001-05,145000-13.1
lv,nsa,2001-06,145000-13.1
lv,nsa,2001-07,141000-12.7
lv,nsa,2001-08,141000-12.7
lv,nsa,2001-09,141000-12.7
lv,nsa,2001-10,141000-12.6
lv,nsa,2001-11,141000-12.6
lv,nsa,2001-12,141000-12.6
lv,nsa,2002-01,146000-13.1
lv,nsa,2002-02,146000-13.1
lv,nsa,2002-03,146000-13.1
lv,nsa,2002-04,150000-13.2
lv,nsa,2002-05,150000-13.2
lv,nsa,2002-06,150000-13.2
lv,nsa,2002-07,122000-10.8
lv,nsa,2002-08,122000-10.8
lv,nsa,2002-09,122000-10.8
lv,nsa,2002-10,131000-11.6
lv,nsa,2002-11,131000-11.6
lv,nsa,2002-12,131000-11.6
lv,nsa,2003-01,118000-10.6
lv,nsa,2003-02,118000-10.6
lv,nsa,2003-03,118000-10.6
lv,nsa,2003-04,119000-10.6
lv,nsa,2003-05,119000-10.6
lv,nsa,2003-06,119000-10.6
lv,nsa,2003-07,123000-10.7
lv,nsa,2003-08,123000-10.7
lv,nsa,2003-09,123000-10.7
lv,nsa,2003-10,115000-10.3
lv,nsa,2003-11,115000-10.3
lv,nsa,2003-12,115000-10.3
lv,nsa,2004-01,130000-11.5
lv,nsa,2004-02,130000-11.5
lv,nsa,2004-03,130000-11.5
lv,nsa,2004-04,112000,9.9
lv,nsa,2004-05,112000,9.9
lv,nsa,2004-06,112000,9.9
lv,nsa,2004-07,115000-10
lv,nsa,2004-08,115000-10
lv,nsa,2004-09,115000-10
lv,nsa,2004-10,117000-10.3
lv,nsa,2004-11,117000-10.3
lv,nsa,2004-12,117000-10.3
lv,nsa,2005-01,112000,9.9
lv,nsa,2005-02,112000,9.9
lv,nsa,2005-03,112000,9.9
lv,nsa,2005-04,104000,9.2
lv,nsa,2005-05,104000,9.2
lv,nsa,2005-06,104000,9.2
lv,nsa,2005-07,99000,8.7
lv,nsa,2005-08,99000,8.7
lv,nsa,2005-09,99000,8.7
lv,nsa,2005-10,88000,7.8
lv,nsa,2005-11,88000,7.8
lv,nsa,2005-12,88000,7.8
lv,nsa,2006-01,89000,7.8
lv,nsa,2006-02,89000,7.8
lv,nsa,2006-03,89000,7.8
lv,nsa,2006-04,83000,7.2
lv,nsa,2006-05,83000,7.2
lv,nsa,2006-06,83000,7.2
lv,nsa,2006-07,74000,6.2
lv,nsa,2006-08,74000,6.2
lv,nsa,2006-09,74000,6.2
lv,nsa,2006-10,72000,6.1
lv,nsa,2006-11,72000,6.1
lv,nsa,2006-12,72000,6.1
lv,nsa,2007-01,80000,6.9
lv,nsa,2007-02,80000,6.9
lv,nsa,2007-03,80000,6.9
lv,nsa,2007-04,70000,6
lv,nsa,2007-05,70000,6
lv,nsa,2007-06,70000,6
lv,nsa,2007-07,71000,5.9
lv,nsa,2007-08,71000,5.9
lv,nsa,2007-09,71000,5.9
lv,nsa,2007-10,64000,5.3
lv,nsa,2007-11,64000,5.3
lv,nsa,2007-12,64000,5.3
lv,nsa,2008-01,80000,6.5
lv,nsa,2008-02,80000,6.5
lv,nsa,2008-03,80000,6.5
lv,nsa,2008-04,76000,6.3
lv,nsa,2008-05,76000,6.3
lv,nsa,2008-06,76000,6.3
lv,nsa,2008-07,87000,7.2
lv,nsa,2008-08,87000,7.2
lv,nsa,2008-09,87000,7.2
lv,nsa,2008-10,119000,9.9
lv,nsa,2008-11,119000,9.9
lv,nsa,2008-12,119000,9.9
lv,nsa,2009-01,169000-13.9
lv,nsa,2009-02,169000-13.9
lv,nsa,2009-03,169000-13.9
lv,nsa,2009-04,200000-16.7
lv,nsa,2009-05,200000-16.7
lv,nsa,2009-06,200000-16.7
lv,nsa,2009-07,215000-18.4
lv,nsa,2009-08,215000-18.4
lv,nsa,2009-09,215000-18.4
lv,nsa,2009-10,229000-19.7
lv,nsa,2009-11,229000-19.7
lv,nsa,2009-12,229000-19.7
lv,nsa,2010-01,235000-20.4
lv,nsa,2010-02,235000-20.4
lv,nsa,2010-03,235000-20.4
lv,nsa,2010-04,226000-19.4
lv,nsa,2010-05,226000-19.4
lv,nsa,2010-06,226000-19.4
lv,nsa,2010-07,210000-18
lv,nsa,2010-08,210000-18
lv,nsa,2010-09,210000-18
lv,sa,1998-01,163000-14.2
lv,sa,1998-02,163000-14.2
lv,sa,1998-03,163000-14.2
lv,sa,1998-04,164000-14.3
lv,sa,1998-05,164000-14.3
lv,sa,1998-06,164000-14.3
lv,sa,1998-07,164000-14.3
lv,sa,1998-08,164000-14.3
lv,sa,1998-09,164000-14.3
lv,sa,1998-10,167000-14.6
lv,sa,1998-11,167000-14.6
lv,sa,1998-12,167000-14.6
lv,sa,1999-01,164000-14.4
lv,sa,1999-02,164000-14.4
lv,sa,1999-03,164000-14.4
lv,sa,1999-04,154000-13.7
lv,sa,1999-05,154000-13.7
lv,sa,1999-06,154000-13.7
lv,sa,1999-07,156000-13.9
lv,sa,1999-08,156000-13.9
lv,sa,1999-09,156000-13.9
lv,sa,1999-10,157000-14.1
lv,sa,1999-11,157000-14.1
lv,sa,1999-12,157000-14.1
lv,sa,2000-01,156000-14.2
lv,sa,2000-02,156000-14.2
lv,sa,2000-03,156000-14.2
lv,sa,2000-04,155000-14.1
lv,sa,2000-05,155000-14.1
lv,sa,2000-06,155000-14.1
lv,sa,2000-07,148000-13.5
lv,sa,2000-08,148000-13.5
lv,sa,2000-09,148000-13.5
lv,sa,2000-10,143000-13.1
lv,sa,2000-11,143000-13.1
lv,sa,2000-12,143000-13.1
lv,sa,2001-01,142000-12.9
lv,sa,2001-02,142000-12.9
lv,sa,2001-03,142000-12.9
lv,sa,2001-04,142000-12.9
lv,sa,2001-05,142000-12.9
lv,sa,2001-06,142000-12.9
lv,sa,2001-07,142000-12.8
lv,sa,2001-08,142000-12.8
lv,sa,2001-09,142000-12.8
lv,sa,2001-10,144000-12.9
lv,sa,2001-11,144000-12.9
lv,sa,2001-12,144000-12.9
lv,sa,2002-01,143000-12.8
lv,sa,2002-02,143000-12.8
lv,sa,2002-03,143000-12.8
lv,sa,2002-04,147000-12.9
lv,sa,2002-05,147000-12.9
lv,sa,2002-06,147000-12.9
lv,sa,2002-07,126000-11.2
lv,sa,2002-08,126000-11.2
lv,sa,2002-09,126000-11.2
lv,sa,2002-10,135000-11.9
lv,sa,2002-11,135000-11.9
lv,sa,2002-12,135000-11.9
lv,sa,2003-01,116000-10.3
lv,sa,2003-02,116000-10.3
lv,sa,2003-03,116000-10.3
lv,sa,2003-04,117000-10.4
lv,sa,2003-05,117000-10.4
lv,sa,2003-06,117000-10.4
lv,sa,2003-07,127000-11.1
lv,sa,2003-08,127000-11.1
lv,sa,2003-09,127000-11.1
lv,sa,2003-10,115000-10.3
lv,sa,2003-11,115000-10.3
lv,sa,2003-12,115000-10.3
lv,sa,2004-01,124000-10.9
lv,sa,2004-02,124000-10.9
lv,sa,2004-03,124000-10.9
lv,sa,2004-04,113000-10
lv,sa,2004-05,113000-10
lv,sa,2004-06,113000-10
lv,sa,2004-07,119000-10.5
lv,sa,2004-08,119000-10.5
lv,sa,2004-09,119000-10.5
lv,sa,2004-10,118000-10.4
lv,sa,2004-11,118000-10.4
lv,sa,2004-12,118000-10.4
lv,sa,2005-01,106000,9.4
lv,sa,2005-02,106000,9.4
lv,sa,2005-03,106000,9.4
lv,sa,2005-04,106000,9.3
lv,sa,2005-05,106000,9.3
lv,sa,2005-06,106000,9.3
lv,sa,2005-07,100000,8.8
lv,sa,2005-08,100000,8.8
lv,sa,2005-09,100000,8.8
lv,sa,2005-10,90000,7.9
lv,sa,2005-11,90000,7.9
lv,sa,2005-12,90000,7.9
lv,sa,2006-01,86000,7.4
lv,sa,2006-02,86000,7.4
lv,sa,2006-03,86000,7.4
lv,sa,2006-04,83000,7.2
lv,sa,2006-05,83000,7.2
lv,sa,2006-06,83000,7.2
lv,sa,2006-07,77000,6.5
lv,sa,2006-08,77000,6.5
lv,sa,2006-09,77000,6.5
lv,sa,2006-10,73000,6.2
lv,sa,2006-11,73000,6.2
lv,sa,2006-12,73000,6.2
lv,sa,2007-01,76000,6.5
lv,sa,2007-02,76000,6.5
lv,sa,2007-03,76000,6.5
lv,sa,2007-04,69000,5.9
lv,sa,2007-05,69000,5.9
lv,sa,2007-06,69000,5.9
lv,sa,2007-07,73000,6.1
lv,sa,2007-08,73000,6.1
lv,sa,2007-09,73000,6.1
lv,sa,2007-10,67000,5.5
lv,sa,2007-11,67000,5.5
lv,sa,2007-12,67000,5.5
lv,sa,2008-01,75000,6.1
lv,sa,2008-02,75000,6.1
lv,sa,2008-03,75000,6.1
lv,sa,2008-04,76000,6.2
lv,sa,2008-05,76000,6.2
lv,sa,2008-06,76000,6.2
lv,sa,2008-07,91000,7.5
lv,sa,2008-08,91000,7.5
lv,sa,2008-09,91000,7.5
lv,sa,2008-10,125000-10.3
lv,sa,2008-11,125000-10.3
lv,sa,2008-12,125000-10.3
lv,sa,2009-01,163000-13.4
lv,sa,2009-02,163000-13.4
lv,sa,2009-03,163000-13.4
lv,sa,2009-04,197000-16.4
lv,sa,2009-05,197000-16.4
lv,sa,2009-06,197000-16.4
lv,sa,2009-07,216000-18.7
lv,sa,2009-08,216000-18.7
lv,sa,2009-09,216000-18.7
lv,sa,2009-10,232000-19.9
lv,sa,2009-11,232000-19.9
lv,sa,2009-12,232000-19.9
lv,sa,2010-01,232000-20
lv,sa,2010-02,232000-20
lv,sa,2010-03,232000-20
lv,sa,2010-04,224000-19.4
lv,sa,2010-05,224000-19.4
lv,sa,2010-06,224000-19.4
lv,sa,2010-07,212000-18.3
lv,sa,2010-08,212000-18.3
lv,sa,2010-09,212000-18.3
lv,trend,1998-01,163000-14.2
lv,trend,1998-02,163000-14.2
lv,trend,1998-03,163000-14.2
lv,trend,1998-04,164000-14.3
lv,trend,1998-05,164000-14.3
lv,trend,1998-06,164000-14.3
lv,trend,1998-07,164000-14.3
lv,trend,1998-08,164000-14.3
lv,trend,1998-09,164000-14.3
lv,trend,1998-10,167000-14.6
lv,trend,1998-11,167000-14.6
lv,trend,1998-12,167000-14.6
lv,trend,1999-01,164000-14.4
lv,trend,1999-02,164000-14.4
lv,trend,1999-03,164000-14.4
lv,trend,1999-04,154000-13.7
lv,trend,1999-05,154000-13.7
lv,trend,1999-06,154000-13.7
lv,trend,1999-07,156000-13.9
lv,trend,1999-08,156000-13.9
lv,trend,1999-09,156000-13.9
lv,trend,1999-10,157000-14.1
lv,trend,1999-11,157000-14.1
lv,trend,1999-12,157000-14.1
lv,trend,2000-01,156000-14.2
lv,trend,2000-02,156000-14.2
lv,trend,2000-03,156000-14.2
lv,trend,2000-04,155000-14.1
lv,trend,2000-05,155000-14.1
lv,trend,2000-06,155000-14.1
lv,trend,2000-07,148000-13.5
lv,trend,2000-08,148000-13.5
lv,trend,2000-09,148000-13.5
lv,trend,2000-10,143000-13.1
lv,trend,2000-11,143000-13.1
lv,trend,2000-12,143000-13.1
lv,trend,2001-01,142000-12.9
lv,trend,2001-02,142000-12.9
lv,trend,2001-03,142000-12.9
lv,trend,2001-04,142000-12.9
lv,trend,2001-05,142000-12.9
lv,trend,2001-06,142000-12.9
lv,trend,2001-07,142000-12.8
lv,trend,2001-08,142000-12.8
lv,trend,2001-09,142000-12.8
lv,trend,2001-10,144000-12.9
lv,trend,2001-11,144000-12.9
lv,trend,2001-12,144000-12.9
lv,trend,2002-01,143000-12.8
lv,trend,2002-02,143000-12.8
lv,trend,2002-03,143000-12.8
lv,trend,2002-04,147000-12.9
lv,trend,2002-05,147000-12.9
lv,trend,2002-06,147000-12.9
lv,trend,2002-07,126000-11.2
lv,trend,2002-08,126000-11.2
lv,trend,2002-09,126000-11.2
lv,trend,2002-10,134000-11.9
lv,trend,2002-11,134000-11.9
lv,trend,2002-12,134000-11.9
lv,trend,2003-01,116000-10.3
lv,trend,2003-02,116000-10.3
lv,trend,2003-03,116000-10.3
lv,trend,2003-04,117000-10.4
lv,trend,2003-05,117000-10.4
lv,trend,2003-06,117000-10.4
lv,trend,2003-07,127000-11.1
lv,trend,2003-08,127000-11.1
lv,trend,2003-09,127000-11.1
lv,trend,2003-10,115000-10.3
lv,trend,2003-11,115000-10.3
lv,trend,2003-12,115000-10.3
lv,trend,2004-01,124000-10.9
lv,trend,2004-02,124000-10.9
lv,trend,2004-03,124000-10.9
lv,trend,2004-04,113000-10
lv,trend,2004-05,113000-10
lv,trend,2004-06,113000-10
lv,trend,2004-07,119000-10.5
lv,trend,2004-08,119000-10.5
lv,trend,2004-09,119000-10.5
lv,trend,2004-10,118000-10.4
lv,trend,2004-11,118000-10.4
lv,trend,2004-12,118000-10.4
lv,trend,2005-01,107000,9.4
lv,trend,2005-02,107000,9.4
lv,trend,2005-03,107000,9.4
lv,trend,2005-04,106000,9.3
lv,trend,2005-05,106000,9.3
lv,trend,2005-06,106000,9.3
lv,trend,2005-07,100000,8.8
lv,trend,2005-08,100000,8.8
lv,trend,2005-09,100000,8.8
lv,trend,2005-10,90000,7.9
lv,trend,2005-11,90000,7.9
lv,trend,2005-12,90000,7.9
lv,trend,2006-01,86000,7.4
lv,trend,2006-02,86000,7.4
lv,trend,2006-03,86000,7.4
lv,trend,2006-04,83000,7.2
lv,trend,2006-05,83000,7.2
lv,trend,2006-06,83000,7.2
lv,trend,2006-07,77000,6.5
lv,trend,2006-08,77000,6.5
lv,trend,2006-09,77000,6.5
lv,trend,2006-10,73000,6.2
lv,trend,2006-11,73000,6.2
lv,trend,2006-12,73000,6.2
lv,trend,2007-01,76000,6.5
lv,trend,2007-02,76000,6.5
lv,trend,2007-03,76000,6.5
lv,trend,2007-04,70000,5.9
lv,trend,2007-05,70000,5.9
lv,trend,2007-06,70000,5.9
lv,trend,2007-07,73000,6.1
lv,trend,2007-08,73000,6.1
lv,trend,2007-09,73000,6.1
lv,trend,2007-10,67000,5.5
lv,trend,2007-11,67000,5.5
lv,trend,2007-12,67000,5.5
lv,trend,2008-01,74000,6.1
lv,trend,2008-02,74000,6.1
lv,trend,2008-03,74000,6.1
lv,trend,2008-04,76000,6.2
lv,trend,2008-05,76000,6.2
lv,trend,2008-06,76000,6.2
lv,trend,2008-07,91000,7.5
lv,trend,2008-08,91000,7.5
lv,trend,2008-09,91000,7.5
lv,trend,2008-10,125000-10.3
lv,trend,2008-11,125000-10.3
lv,trend,2008-12,125000-10.3
lv,trend,2009-01,163000-13.4
lv,trend,2009-02,163000-13.4
lv,trend,2009-03,163000-13.4
lv,trend,2009-04,197000-16.4
lv,trend,2009-05,197000-16.4
lv,trend,2009-06,197000-16.4
lv,trend,2009-07,216000-18.6
lv,trend,2009-08,216000-18.6
lv,trend,2009-09,216000-18.6
lv,trend,2009-10,232000-19.9
lv,trend,2009-11,232000-19.9
lv,trend,2009-12,232000-19.9
lv,trend,2010-01,232000-20
lv,trend,2010-02,232000-20
lv,trend,2010-03,232000-20
lv,trend,2010-04,225000-19.4
lv,trend,2010-05,225000-19.4
lv,trend,2010-06,225000-19.4
lv,trend,2010-07,212000-18.3
lv,trend,2010-08,212000-18.3
lv,trend,2010-09,212000-18.3
mt,nsa,1995-01,8000,
mt,nsa,1995-02,8000,
mt,nsa,1995-03,7000,
mt,nsa,1995-04,7000,
mt,nsa,1995-05,7000,
mt,nsa,1995-06,7000,
mt,nsa,1995-07,7000,
mt,nsa,1995-08,7000,
mt,nsa,1995-09,8000,
mt,nsa,1995-10,8000,
mt,nsa,1995-11,8000,
mt,nsa,1995-12,8000,
mt,nsa,1996-01,8000,
mt,nsa,1996-02,8000,
mt,nsa,1996-03,8000,
mt,nsa,1996-04,8000,
mt,nsa,1996-05,7000,
mt,nsa,1996-06,7000,
mt,nsa,1996-07,8000,
mt,nsa,1996-08,8000,
mt,nsa,1996-09,8000,
mt,nsa,1996-10,8000,
mt,nsa,1996-11,9000,
mt,nsa,1996-12,9000,
mt,nsa,1997-01,9000,
mt,nsa,1997-02,9000,
mt,nsa,1997-03,9000,
mt,nsa,1997-04,9000,
mt,nsa,1997-05,9000,
mt,nsa,1997-06,9000,
mt,nsa,1997-07,10000,
mt,nsa,1997-08,10000,
mt,nsa,1997-09,10000,
mt,nsa,1997-10,10000,
mt,nsa,1997-11,10000,
mt,nsa,1997-12,10000,
mt,nsa,1998-01,10000,
mt,nsa,1998-02,10000,
mt,nsa,1998-03,10000,
mt,nsa,1998-04,9000,
mt,nsa,1998-05,9000,
mt,nsa,1998-06,9000,
mt,nsa,1998-07,9000,
mt,nsa,1998-08,10000,
mt,nsa,1998-09,10000,
mt,nsa,1998-10,10000,
mt,nsa,1998-11,10000,
mt,nsa,1998-12,10000,
